company_id,company_name,sector,is_fraud,fraud_type,year,revenue,cogs,gross_profit,opex,net_income,current_assets,total_assets,current_liabilities,total_debt,total_equity,operating_cash_flow,inventory,accounts_receivable,depreciation_amortization,accounts_payable,other_current_liabilities
COMP_0005,Corporation 0005 L.P.,Manufacturing,0,None,2020,2445073.3538823007,1361637.4107773504,1083435.9431049502,436545.56959311856,646890.3735118317,920726.6192508738,2129572.348991738,399456.7482533909,2023093.7315421512,-292978.1308038039,679795.6750178878,281148.5599589841,410629.983590611,87878.65254030435,174371.653391752,225085.0948616389
COMP_0005,Corporation 0005 L.P.,Manufacturing,0,None,2021,2730657.4834038573,1417195.6596736566,1313461.8237302008,561405.7827789139,752056.0409512869,993359.1223634819,2563415.743335005,548168.8078757279,2383626.1688594655,-368379.2334001885,911449.6027155857,287640.66460465186,413300.91203645867,138988.2156900583,203940.03255750795,344228.7753182199
COMP_0005,Corporation 0005 L.P.,Manufacturing,0,None,2022,2679899.519713824,1572082.523777341,1107816.9959364831,497795.7326046475,610021.2633318356,1024679.3844837361,2616561.887846358,425880.2134300715,2485733.7934540403,-295052.11903775367,759640.6158829605,279584.87739816285,458372.14503839,155454.55742491808,235120.27347915707,190759.93995091444
COMP_0005,Corporation 0005 L.P.,Manufacturing,0,None,2023,3035856.081807096,1637010.1070179965,1398845.9747890995,563069.2677075424,835776.7070815571,1154807.8063653642,2249901.8925103713,386930.6687547737,1779832.5823199274,83138.64143567017,736574.0981210221,364165.55677803524,521193.41471067676,79857.8804241553,203461.7331466258,183468.9356081479
COMP_0005,Corporation 0005 L.P.,Manufacturing,0,None,2024,2443201.643537987,1365809.5633656746,1077392.0801723124,470128.0810299238,607263.9991423886,890809.6846490833,2156899.945092597,342895.2056900528,2049054.9478379672,-235050.208435423,989002.2158195847,267472.8260452848,344184.5370452839,121955.02136493848,189543.32006074025,153351.8856293126
COMP_0006,Corporation 0006 L.P.,Retail,0,None,2020,3801910.3938291464,2492820.8947284757,1309089.4991006707,911941.1314484524,397148.3676522183,859431.8395815247,1726674.322836327,514561.93296104186,1157904.459396162,54207.93047912298,504444.81228117924,494679.54309757473,200679.06691073268,32627.26229260133,403558.94615131576,111002.98680972609
COMP_0006,Corporation 0006 L.P.,Retail,0,None,2021,4269755.788247294,2642402.5184061015,1627353.2698411923,912687.3379206238,714665.9319205685,1094717.8837318881,2055662.4340273282,660197.5019540325,1455310.3007664527,-59845.36869315698,582959.8116308936,674812.6965193569,195346.64045653294,42383.75900155464,404269.7938276687,255927.70812636375
COMP_0006,Corporation 0006 L.P.,Retail,0,None,2022,4892714.110684665,3379119.2698892527,1513594.8407954122,1168814.9219318372,344779.918863575,1371917.9997415738,2726457.6632416416,894303.6727871884,1674261.1751446233,157892.8153098299,319950.2779468387,884063.9989623986,221104.93039312868,60139.108798128174,554310.6364924416,339993.0362947468
COMP_0006,Corporation 0006 L.P.,Retail,0,None,2023,5964532.057587939,3700523.5117790042,2264008.545808935,1410092.4487276797,853916.0970812554,1573182.9620101438,3051521.0124340085,988433.8006415619,2308956.1288186517,-245868.91702620493,864462.6805184453,987773.6151179268,281028.38460122026,70698.83846526474,657791.4518279866,330642.34881357517
COMP_0006,Corporation 0006 L.P.,Retail,0,None,2024,6412493.83749199,4386771.955664209,2025721.881827781,1351061.134309213,674660.7475185681,1723538.8856626954,3190610.136005422,1139848.5052355365,2715485.127633349,-664723.4968634635,606244.3695946377,1146046.1351928972,266935.28662447847,71444.27118219013,662110.2248200945,477738.2804154421
COMP_0007,Corporation 0007 L.P.,Manufacturing,0,None,2020,3837528.4176751026,2198571.958153492,1638956.4595216108,879767.1741638122,759189.2853577986,1471692.8069220472,3115026.9462775607,635398.7894573276,2107835.7538267844,371792.4029934487,884943.6688282561,471659.65202627756,610552.7157759327,117901.05389412698,284196.3094194176,351202.48003791
COMP_0007,Corporation 0007 L.P.,Manufacturing,0,None,2021,4154023.014763638,2533117.6798275174,1620905.3349361205,767628.9944226566,853276.340513464,1462267.49357482,3896606.577013225,681401.6925861277,2992527.3253298113,222677.5590972858,1147429.7322196136,442360.69869135245,583970.2103956874,200396.00899326368,322072.2334171331,359329.4591689946
COMP_0007,Corporation 0007 L.P.,Manufacturing,0,None,2022,4600709.212311976,3031932.9249376473,1568776.2873743284,1038517.1183472016,530259.1690271267,1769780.0638473143,3699379.986868735,729488.7979877696,3138582.777020861,-168691.58813989558,489631.9899544076,621769.6566516443,680461.5787334354,154001.05710866177,403344.32353379205,326144.47445397754
COMP_0007,Corporation 0007 L.P.,Manufacturing,0,None,2023,4491330.240384926,2788100.412416951,1703229.8279679753,1104787.146994481,598442.6809734942,1791704.9074279051,4512611.64124587,854889.6999227027,3618613.00515057,39108.93617259705,778789.3004853838,548379.1430854552,789254.2517924604,228602.74000256337,390490.36253595434,464399.33738674846
COMP_0007,Corporation 0007 L.P.,Manufacturing,0,None,2024,4721281.532967499,2686785.047087699,2034496.4858798003,947727.8895864567,1086768.5962933437,1979158.4562803204,4651534.101249503,972781.6273203171,4329871.65933909,-651119.185409904,1096865.1373304278,678876.6739055513,850550.1857422283,252570.05994577636,339810.3083971259,632971.3189231912
COMP_0008,Corporation 0008 L.P.,Technology,0,None,2020,1478074.944295679,616487.0249612486,861587.9193344304,480443.5804204477,381144.3389139827,305486.9276307398,786646.645563703,156204.70961920003,458729.7476902379,171712.18825426511,372073.5052901444,53993.583274222605,164037.67511443104,26093.755073647622,56410.81585806555,99793.89376113449
COMP_0008,Corporation 0008 L.P.,Technology,0,None,2021,1992440.5944750772,750236.0070303944,1242204.5874446828,361577.3974364649,880627.1900082179,440500.2134549065,967124.0920943911,152799.05342769198,387356.7676706728,426968.27099602635,821317.4341439471,48554.224794468515,279427.95642130205,30994.238542712075,76057.74427819953,76741.30914949244
COMP_0008,Corporation 0008 L.P.,Technology,0,None,2022,2306238.8701954745,870597.6238552756,1435641.246340199,634017.3465200055,801623.8998201934,543863.3019162576,1317640.291666525,170204.30465684313,378868.74327563995,768567.2437340419,838172.5687085538,76464.12499139717,288131.2368976434,45324.91969179634,103894.6741480336,66309.63050880951
COMP_0008,Corporation 0008 L.P.,Technology,0,None,2023,2033112.3774095904,943127.9790103966,1089984.3983991938,535303.3635900915,554681.0348091023,494152.6549301987,1313867.981317909,264478.7378418796,796302.2641341402,253086.97934188915,637922.9748538367,89706.16999930679,253879.3277728692,61897.95006218649,104228.80001371699,160249.93782816263
COMP_0008,Corporation 0008 L.P.,Technology,0,None,2024,2935671.4395685014,1137724.7288190753,1797946.7107494262,848006.3835813698,949940.3271680564,605398.2539855107,1676495.164360884,352745.3461690852,375746.2413084641,948003.5768833348,984206.7343880596,102065.459478638,323128.0097468753,78925.18494967374,141177.9937373838,211567.35243170138
COMP_0009,Corporation 0009 L.P.,Technology,0,None,2020,2282354.4529039115,906602.8042653014,1375751.64863861,605651.5527297045,770100.0959089055,492977.88903287135,1290400.0619177632,191912.92359603324,563465.8647133369,535021.273608393,906119.5387120356,61554.90766853155,278599.8158508249,31359.088655818483,107670.54034015365,84242.3832558796
COMP_0009,Corporation 0009 L.P.,Technology,0,None,2021,2238776.178635277,837988.8207780041,1400787.3578572727,464840.3646230848,935946.993234188,469797.35052649595,1301366.0636854754,221008.6653254081,417364.64580175007,662992.7525583173,992727.6049006261,73504.67398346402,245783.09063727595,57836.787492967735,85747.40561500764,135261.25971040045
COMP_0009,Corporation 0009 L.P.,Technology,0,None,2022,2532192.2027895222,881805.2542744061,1650386.9485151162,576970.1925341818,1073416.7559809345,580026.5133493319,1696478.4296615552,274018.2457033178,659535.1605299778,762925.0234282597,1115973.8592428034,65715.26331572993,313411.2865267284,88922.3263754463,99220.96772314867,174797.27798016916
COMP_0009,Corporation 0009 L.P.,Technology,0,None,2023,2718300.594049324,1170794.7228983974,1547505.8711509265,761940.4948410722,785565.3763098542,586599.5268619646,1366878.8394582376,216657.35409477778,733586.6870202852,416634.7983431747,820214.470589692,66694.61117301288,324890.85143400443,42323.76814587012,104005.2066216753,112652.14747310248
COMP_0009,Corporation 0009 L.P.,Technology,0,None,2024,3860587.2968154587,1496163.6501881543,2364423.646627304,1054180.7637024082,1310242.882924896,903163.3637637509,1901257.9201561268,416087.46968290594,455076.2890929132,1030094.1613803076,1176771.67452137,120874.97781718374,535171.2650994075,90615.81513054387,144378.9633971795,271708.50628572644
COMP_0010,Corporation 0010 L.P.,Retail,0,None,2020,4718058.525223259,3084989.4515690655,1633069.0736541934,916065.1974876093,717003.8761665841,1118002.4705542899,1969134.2771539893,705296.2119031436,854730.3644506509,409107.700800195,719863.4115739593,746203.6036005317,167077.5390575313,47143.425120745436,462717.06477365503,242579.14712948856
COMP_0010,Corporation 0010 L.P.,Retail,0,None,2021,5651770.794962045,4213230.276926511,1438540.5180355338,1006258.0738368916,432282.4441986423,1462042.6751887174,2968770.340960095,1071526.6781195053,1798548.1529685815,98695.50987200835,386611.4048488827,977336.1555237024,217178.95860147587,65532.97169432466,632747.025196686,438779.65292281925
COMP_0010,Corporation 0010 L.P.,Retail,0,None,2022,5779600.118143025,3834896.6919044536,1944703.4262385713,1262801.34049224,681902.0857463314,1532326.2569769127,3031962.6636794824,851699.7452778793,1463508.2777380978,716754.6406635053,730741.2397792249,1017020.0769548395,219252.01773029284,61371.665245149605,661971.494544384,189728.25073349528
COMP_0010,Corporation 0010 L.P.,Retail,0,None,2023,6262532.5226007495,4305925.45454945,1956607.068051299,1064116.008979444,892491.0590718552,1554631.1326789013,3134466.756762762,1033579.4995305354,1268502.7340458098,832384.5231864168,857742.9363633477,980697.1442035101,276944.5843228656,68523.415006723,580069.5906703968,453509.9088601386
COMP_0010,Corporation 0010 L.P.,Retail,0,None,2024,6751133.489481257,4475907.832130005,2275225.6573512526,1302094.5001007654,973131.1572504872,1562288.7565601347,2936254.4553447645,989556.9816036626,1778453.6203864878,168243.8533546141,1139384.4034247107,969994.8845247196,274999.38427114167,45869.56920523097,687805.8079088749,301751.17369478766
COMP_0011,Corporation 0011 L.P.,Healthcare,0,None,2020,9842801.538420785,4607653.495350191,5235148.043070594,3039984.7518174388,2195163.291253155,3038603.083466242,9829929.84583706,1752526.30425306,6062886.497052819,2014517.044531182,3145572.0396507517,509320.665100417,1266891.9049207948,500598.6023916579,560205.9733138507,1192320.330939209
COMP_0011,Corporation 0011 L.P.,Healthcare,0,None,2021,10946553.432451133,5621100.139399324,5325453.293051809,2839603.3002235447,2485849.9928282644,3605887.474711496,10597186.967054322,1952521.3729569577,7497934.513009119,1146731.0810882458,2723113.97714001,590077.8681662412,1558677.0654465777,459149.5260748774,710862.7951423259,1241658.5778146316
COMP_0011,Corporation 0011 L.P.,Healthcare,0,None,2022,13340709.343236195,6496379.264349842,6844330.0788863525,4536650.905838032,2307679.17304832,3979235.1632047645,12320496.339851264,2500292.122787732,6182940.527264719,3637263.6897988133,2713340.871062207,578744.3156146066,1643267.2187057207,413882.99178075773,775898.1020829633,1724394.0207047688
COMP_0011,Corporation 0011 L.P.,Healthcare,0,None,2023,17289677.086551543,8870937.292201241,8418739.794350302,4651700.714604535,3767039.0797457667,5429543.4177820105,15030507.690425053,2074075.4356805547,9234374.239450177,3722058.0152943213,3151514.2571481634,1047097.7503312246,2424253.020439768,459777.1880473707,949935.3278886547,1124140.1077919002
COMP_0011,Corporation 0011 L.P.,Healthcare,0,None,2024,19083926.819001693,9224950.443192896,9858976.375808798,5947297.650578658,3911678.7252301397,5501736.874412708,13172050.786698626,1737716.319120986,7679747.947902881,3754586.5196747594,4391731.693294883,964514.2235411474,2679127.283478661,550871.6865235195,1051407.3456786943,686308.9734422916
COMP_0012,Corporation 0012 L.P.,Manufacturing,0,None,2020,4081091.961056949,2376127.110552233,1704964.850504716,862412.3324834349,842552.518021281,1667439.2550890767,3229670.7453833134,522205.6649868165,3068187.2081141477,-360722.1277176508,956131.6658203681,558846.2362701284,729203.2001161682,110572.16213666215,338954.0409249412,183251.62406187534
COMP_0012,Corporation 0012 L.P.,Manufacturing,0,None,2021,4072329.624259576,2240652.0057449816,1831677.6185145946,597159.8699654174,1234517.7485491773,1494097.8001627526,2933302.963962693,515982.8590320902,2786637.815764558,-369317.71083395544,1440699.9130571615,474157.25628423836,665703.0762837107,124554.0774203762,272393.0241942014,243589.83483788875
COMP_0012,Corporation 0012 L.P.,Manufacturing,0,None,2022,4445149.566434029,2686540.78881274,1758608.7776212888,985814.1490934725,772794.6285278163,1676853.8883065255,3809434.7760466216,733837.2534783833,3618963.0372442906,-543365.5146760523,1000185.0952607061,579790.4409249276,672948.7969551843,175380.97893168786,437281.4173075662,296555.8361708171
COMP_0012,Corporation 0012 L.P.,Manufacturing,0,None,2023,5266602.034073189,3052266.43959021,2214335.594482979,896964.7640355636,1317370.8304474154,2007794.7949012439,4659082.335654429,966259.6932326916,3616840.0971490564,75982.54527268122,1354055.6264829363,513953.8604205196,960471.6430286566,213580.43091686064,482072.0479952907,484187.64523740084
COMP_0012,Corporation 0012 L.P.,Manufacturing,0,None,2024,5308727.447936244,2970317.017676946,2338410.4302592985,798189.998497222,1540220.4317620764,1776619.150351718,4448209.033324366,1008142.7946765671,4225798.581658148,-785732.3430103488,1855367.103898204,526025.8087633675,760096.8270270013,215685.94603161843,393229.9064409925,614912.8882355746
COMP_0013,Corporation 0013 L.P.,Healthcare,0,None,2020,1679374.7470257522,915364.3679730691,764010.3790526831,447646.6853332805,316363.69371940265,575485.3512184388,1595916.5033810902,297575.102799757,829570.9255683166,468770.4750130166,314237.39900660986,100453.63350376875,231413.6631904091,97689.54574097869,112611.1330913127,184963.9697084443
COMP_0013,Corporation 0013 L.P.,Healthcare,0,None,2021,1780424.9487833322,849357.9884229186,931066.9603604137,449836.92053685145,481230.0398235622,544046.9756332461,1596267.4644870083,247778.3241533116,1038211.2396926167,310277.9006410799,550186.699578395,94070.98354333117,226507.95988657422,67937.40743638722,102342.03214548585,145436.29200782577
COMP_0013,Corporation 0013 L.P.,Healthcare,0,None,2022,1421903.2501594238,773032.310692505,648870.9394669188,486723.5393040342,162147.40016288462,500256.79411044624,1874431.5551011108,192591.60768771544,729045.936643131,952794.0107702645,300245.12312279915,72792.0119367738,187546.29489031222,91483.10684244824,88716.01166013279,103875.59602758264
COMP_0013,Corporation 0013 L.P.,Healthcare,0,None,2023,1859645.1257608,999423.7534042548,860221.3723565452,638932.6969401339,221288.67541641125,569490.9482144408,1701036.718094986,304800.5476889239,971802.0100142246,424434.1603918375,212904.82259175618,114885.80925858096,241383.9685076447,66432.46633466824,109831.16343994914,194969.38424897473
COMP_0013,Corporation 0013 L.P.,Healthcare,0,None,2024,1914897.1047772176,928738.8212211295,986158.2835560881,604241.9485738894,381916.33498219866,610271.1664802342,1544837.2969063383,310510.0302268288,864043.1428683319,370284.1238111776,427669.9536714988,90776.57788132355,292725.59358515503,62046.16160178445,120771.01422771775,189739.01599911106
COMP_0014,Corporation 0014 L.P.,Technology,0,None,2020,573747.1500110123,184843.2824077381,388903.86760327424,157344.646801268,231559.22080200622,119126.33508271372,342541.7068619047,47459.53362225779,133703.85530316085,161378.31793648607,262006.83275946512,18629.075963115363,54372.92172331111,17325.40225239144,20791.115349931562,26668.41827232623
COMP_0014,Corporation 0014 L.P.,Technology,0,None,2021,597141.8571315611,250773.78688124803,346368.07025031315,148386.53403894758,197981.53621136557,129166.18960103967,285321.7702023782,67895.30198896269,122910.96263812185,94515.50557529368,192564.5980953768,19612.262906259984,74849.70119388412,9547.707684055777,27286.435963604625,40608.86602535807
COMP_0014,Corporation 0014 L.P.,Technology,0,None,2022,531041.4295934791,176619.45614178636,354421.9734516928,148548.51848058277,205873.45497111,115408.57065080863,284542.50397314806,56785.80649616014,91670.92404724848,136085.77342973943,220141.088102573,15189.431373470803,65604.95956862177,9836.857745909412,18049.63819110667,38736.16830505347
COMP_0014,Corporation 0014 L.P.,Technology,0,None,2023,606851.284854221,213054.17508358468,393797.10977063637,161622.76958757942,232174.34018305695,149193.1698359653,416151.42968905426,49129.247907932106,235769.52899299018,131252.652788132,243045.350408986,18109.09059690956,78745.99935766048,18764.911571769844,26216.435857743356,22912.812050188746
COMP_0014,Corporation 0014 L.P.,Technology,0,None,2024,784076.4524025351,241461.27412992605,542615.1782726091,155887.66635446876,386727.51191814034,177174.95977181825,519226.5527606142,96449.3755470202,168469.1335062437,254308.04370735033,384905.0597332226,17925.704440093134,102227.01808145778,20612.34043220142,27079.27580760503,69370.09973941516
COMP_0015,Corporation 0015 L.P.,Technology,0,None,2020,4759175.949652872,1947653.7615869343,2811522.1880659377,1026390.9592677836,1785131.2287981543,1099608.7019695342,2542188.7553669475,392326.64770550985,1309042.4748394405,840819.632821997,1697616.1218380928,214723.96156538933,594702.0509912007,78250.7667427282,210878.61188574106,181448.0358197688
COMP_0015,Corporation 0015 L.P.,Technology,0,None,2021,4837034.568168817,1926351.8003664343,2910682.767802383,1551875.5975583752,1358807.1702440076,1141584.127539891,2831364.315162516,385965.2965383759,1407911.322387571,1037487.6962365692,1527463.9268371179,146456.21497378664,643242.8998767928,132013.2079012416,227795.2628715992,158170.03366677667
COMP_0015,Corporation 0015 L.P.,Technology,0,None,2022,6103021.228266907,1962052.7513747173,4140968.4768921896,1348245.962269878,2792722.5146223116,1390156.8800793793,3392081.837482772,682957.7636689508,1485798.9574978398,1223325.1163159814,2682977.7407053914,165085.52737658645,804317.3430348891,118625.39605039856,179128.8484651764,503828.91520377435
COMP_0015,Corporation 0015 L.P.,Technology,0,None,2023,7421926.994220546,3176506.989518529,4245420.004702018,2176340.7742282213,2069079.2304737964,1556445.4837201505,3573763.5499396967,825701.145142955,1503728.0885913593,1244334.3162053823,2245298.805753772,203262.99623844604,907898.3309594698,130302.20666792925,366804.6738636629,458896.4712792922
COMP_0015,Corporation 0015 L.P.,Technology,0,None,2024,8578360.511176813,2883723.726194816,5694636.784981998,1773642.418330697,3920994.3666513003,1877077.3629865693,4339321.075231738,717722.5602995199,2142879.899474725,1478718.6154574933,3753707.900733937,237913.31857091334,1137690.4557708506,146760.67844600574,317199.9766441421,400522.5836553778
COMP_0016,Corporation 0016 L.P.,Healthcare,0,None,2020,1100477.7777410157,542012.9652029277,558464.812538088,283938.06487682095,274526.747661267,333370.05308002897,934267.1081121569,165778.62930401415,550248.833127541,218239.64568060168,319140.40556246997,50574.64843015387,166305.4762079288,43243.88571583199,68409.75961638316,97368.869687631
COMP_0016,Corporation 0016 L.P.,Healthcare,0,None,2021,1198861.4064105416,650525.2352434179,548336.1711671237,304673.3358545886,243662.8353125351,353794.95765652135,1054043.6977610455,149290.63719566594,693515.6554171577,211237.40514822188,321428.39053692255,68114.42980710581,158268.77968817466,65115.41695424704,90562.98274372138,58727.65445194456
COMP_0016,Corporation 0016 L.P.,Healthcare,0,None,2022,1236011.5111870859,597231.5258823612,638779.9853047247,328668.77212103724,310111.2131836874,398451.0783042617,1358273.6320989605,209618.79452607426,710949.5855948268,437705.2519780594,364966.1978412728,60424.79284874205,152314.8707577134,58370.15019239958,73404.27132008217,136214.5232059921
COMP_0016,Corporation 0016 L.P.,Healthcare,0,None,2023,1577855.5272533505,725917.4259732584,851938.101280092,519455.47448271577,332482.62679737626,504004.1166342323,1660226.4130884751,201687.55568296846,857748.0418034594,600790.8156020473,343369.00625480653,70621.04964116808,230730.4512074915,80363.65031214218,92538.83770757448,109148.71797539397
COMP_0016,Corporation 0016 L.P.,Healthcare,0,None,2024,1774073.0770854703,907556.7907785021,866516.2863069682,714534.555302937,151981.73100403114,562782.059698412,1989691.2229895417,220975.48968287784,1231423.1870881876,537292.5462184764,236838.89635125906,93933.59864294852,227879.91698196795,92306.79722266128,105551.220608398,115424.26907447985
COMP_0017,Corporation 0017 L.P.,Manufacturing,0,None,2020,2512874.6676412653,1688237.4210209304,824637.2466203349,456379.09822019475,368258.14840014017,1059579.6045806797,2316383.4225784256,611683.4129586006,1791625.094396976,-86925.08477715106,393020.25497897237,371265.8609664988,426890.8713105479,104137.07258478446,277754.47584192845,333928.93711667217
COMP_0017,Corporation 0017 L.P.,Manufacturing,0,None,2021,2502567.925550246,1363467.1529651922,1139100.772585054,445637.522896655,693463.2496883989,928028.2649526577,2218460.5285090874,425823.51576455845,2107537.502083633,-314900.48933910416,849787.5304150169,286852.20998000394,390087.4819829942,126392.13474353687,186469.58151096114,239353.93425359728
COMP_0017,Corporation 0017 L.P.,Manufacturing,0,None,2022,3309286.363900699,1915299.946690583,1393986.4172101163,613266.4145877186,780720.0026223977,1362160.6073575797,2584542.1615612167,403359.1791922953,2296619.576177085,-115436.59380816345,567739.7276713531,418067.60816329124,644451.7316742046,106125.8401251674,252943.11430924694,150416.06488304838
COMP_0017,Corporation 0017 L.P.,Manufacturing,0,None,2023,3771775.272047036,2386852.1393160387,1384923.1327309972,811754.7638098709,573168.3689211262,1570923.044494833,3382309.874142564,681794.606952006,2780282.5718583437,-79767.30466778576,640237.6349986605,524386.0468838722,705714.177943614,166091.41269680305,321501.8526799687,360292.7542720373
